time_intro,source,destination,size_in_country
0.03371949999999782,Europe,Region_3,0
0.13993500000001982,Europe,Region_2,0
0.11681599999998356,Asia,Region_2,0
0.08301100000001477,Europe,Region_10,0
0.12162049999999339,Africa,Region_9,0
0.0828424999999898,Asia,Region_1,1
0.10662799999999995,Europe,Region_2,0
0.18320700000001022,Africa,Region_2,0
0.06606950000000525,Asia,Region_4,1
0.08452999999999554,Asia,Region_1,1
0.08166400000001367,Asia,Region_9,0
0.01197000000000032,North_America,Region_9,1
0.037997999999994786,North_America,Region_6,1
0.06940950000001393,Asia,Region_7,0
0.04572950000000511,Asia,Region_9,1
0.03501700000000543,Asia,Region_5,1
0.06514799999998831,Asia,Region_8,1
0.11426950000001194,Asia,Region_2,1
0.056589500000005497,Asia,Region_3,1
0.07293299999999404,Asia,Region_8,0
0.07597750000000433,Asia,Region_4,0
0.006783499999998743,Asia,Region_1,1
0.12315749999998821,Africa,Region_5,0
0.06402649999998894,North_America,Region_9,1
0.05391449999999384,North_America,Region_9,1
0.012619499999999603,Asia,Region_8,1
0.019122500000004063,Asia,Region_3,1
0.09623199999999027,Africa,Region_9,0
0.017544999999999648,Africa,Region_10,1
0.05480449999999526,Africa,Region_10,1
0.04838850000000493,Africa,Region_2,1
0.03079249999999767,Africa,Region_2,1
0.09282799999998864,Africa,Region_2,1
0.06211499999999898,Europe,Region_2,1
0.09991150000000851,Africa,Region_6,0
0.10401949999999582,Africa,Region_2,0
0.06256550000000426,Asia,Region_9,1
0.05660450000001433,Asia,Region_9,0
0.10001199999999424,Europe,Region_8,0
0.04196699999999971,South_America,Region_5,1
0.09306400000000264,Europe,Region_3,1
0.0765250000000028,North_America,Region_6,1
0.026095000000003032,North_America,Region_4,1
0.01663600000000095,North_America,Region_7,1
0.026095999999996962,North_America,Region_4,1
0.022507000000001838,North_America,Region_4,1
0.04933900000000066,North_America,Region_4,0
0.016181499999999686,North_America,Region_6,1
0.04453200000000393,Asia,Region_5,1
0.1127510000000102,Europe,Region_9,0
0.03314549999999565,Europe,Region_2,1
0.02372350000000296,South_America,Region_3,1
0.049916999999994854,Europe,Region_3,1
0.029401500000003696,North_America,Region_6,1
0.09393199999998683,Europe,Region_3,1
0.09540800000001168,Asia,Region_4,1
0.04296400000000068,South_America,Region_4,1
0.03127450000000328,Asia,Region_7,1
0.165568999999994,South_America,Region_10,0
0.07580550000000123,Europe,Region_9,0
0.09467949999999403,Africa,Region_5,0
0.18196999999998648,Africa,Region_4,0
0.14531550000002033,Africa,Region_2,0
0.09103599999998961,Oceania,Region_9,0
0.1760799999999984,Africa,Region_5,0
0.07876349999998844,Oceania,Region_4,1
0.049788499999994774,Asia,Region_2,1
0.04672999999999873,Asia,Region_4,1
0.049422999999994915,Asia,Region_5,1
0.04271400000000346,Asia,Region_6,1
0.03029349999999724,Asia,Region_2,1
0.040644000000001,Asia,Region_5,1
0.029685499999997977,Asia,Region_3,1
0.08586550000000023,Asia,Region_2,0
0.038979999999998904,Asia,Region_4,1
0.07234300000000025,Asia,Region_10,1
0.045251000000003934,Asia,Region_2,1
0.03866850000000841,Asia,Region_2,1
0.030189000000004226,Asia,Region_8,1
0.0521839999999979,Asia,Region_9,0
0.022392999999998896,Asia,Region_2,1
0.04446249999999642,Asia,Region_9,1
0.058556500000007075,Asia,Region_10,1
0.022176000000004137,Asia,Region_10,1
0.03933049999999675,Asia,Region_1,1
0.09329399999998479,Asia,Region_10,0
0.07043499999999384,Asia,Region_3,1
0.014323499999999668,Asia,Region_4,1
0.05975450000000654,Asia,Region_6,1
0.07806450000000965,Asia,Region_10,1
0.03108149999999278,Asia,Region_8,1
0.022774500000001006,North_America,Region_2,1
0.04372299999999997,Asia,Region_9,1
0.012108000000002894,Asia,Region_2,1
0.02454000000000601,North_America,Region_5,1
0.030128999999997276,North_America,Region_6,1
0.03972500000000349,Asia,Region_2,1
0.016055500000003317,North_America,Region_3,1
0.04932050000000432,Asia,Region_8,1
0.08180700000001159,Asia,Region_9,0
0.006554500000000682,Asia,Region_2,1
0.057679499999995554,Asia,Region_3,0
0.06564649999999567,Asia,Region_5,0
0.0287660000000035,Asia,Region_9,1
0.05644750000000164,Asia,Region_2,1
0.06918000000000485,Asia,Region_4,0
0.07635299999998696,Asia,Region_5,1
0.03950699999999652,Asia,Region_5,1
0.03451150000000461,Asia,Region_8,1
0.07231399999998878,Asia,Region_5,0
0.06755050000001131,Asia,Region_4,1
0.064667,Asia,Region_4,1
0.07993549999998469,Asia,Region_9,1
0.032935499999997564,Asia,Region_4,1
0.059475000000002345,Asia,Region_4,0
0.05515699999999499,Asia,Region_4,1
0.05628150000000039,Asia,Region_10,1
0.08234299999999374,Asia,Region_4,0
0.0605135000000014,Asia,Region_9,0
0.014509999999999497,Asia,Region_2,0
0.046577000000008556,Asia,Region_9,1
0.028470499999995753,Asia,Region_5,1
0.015277499999997946,Asia,Region_1,1
0.021572500000001958,Asia,Region_8,1
0.09781749999998635,Asia,Region_10,0
0.04594499999999692,Asia,Region_2,1
0.08292999999999304,Asia,Region_10,1
0.045943500000000075,Asia,Region_3,1
0.03831399999999974,Asia,Region_6,1
0.06155150000000591,Asia,Region_6,1
0.055549499999995,Asia,Region_2,1
0.06350849999998938,Asia,Region_3,1
0.05592650000000489,Asia,Region_1,1
0.05045199999999978,Asia,Region_9,1
0.016387000000001026,North_America,Region_2,1
0.04140899999999882,Asia,Region_5,1
0.04487099999999919,Asia,Region_3,1
0.048043999999991344,Asia,Region_2,0
0.04486249999999699,Europe,Region_3,1
0.0519819999999891,Europe,Region_2,1
0.0732924999999992,Asia,Region_2,0
0.01703799999999938,Asia,Region_3,1
0.08325299999999566,Asia,Region_10,0
0.06376550000000197,Asia,Region_10,1
0.06087449999999417,Asia,Region_10,1
0.11035049999999118,Asia,Region_10,1
0.029495999999999935,Asia,Region_5,1
0.033268500000004066,Asia,Region_2,1
0.1264240000000066,Asia,Region_2,0
0.11421300000000476,Asia,Region_2,0
0.06635999999999612,Asia,Region_2,0
0.07915400000001209,Asia,Region_5,0
0.026074000000000607,Asia,Region_6,1
0.017372000000000668,Asia,Region_3,1
0.025847000000002736,Asia,Region_2,1
0.02347500000000357,Asia,Region_10,1
0.02480249999999974,Asia,Region_5,1
0.030180500000005488,Asia,Region_10,1
0.05940050000000345,Europe,Region_9,0
0.03278800000000433,Asia,Region_4,1
0.05659800000000602,Asia,Region_2,1
0.03862099999999534,Asia,Region_1,1
0.07105299999999191,Europe,Region_9,0
0.015963499999998278,Europe,Region_10,1
0.009874499999999075,Europe,Region_5,1
0.06449150000000725,Europe,Region_2,1
0.04255750000000359,Africa,Region_2,1
0.015141999999998467,North_America,Region_2,1
0.05787949999999987,Asia,Region_2,1
0.03998499999999315,North_America,Region_9,0
0.055981999999993065,Europe,Region_9,1
0.08941549999999586,Europe,Region_2,1
0.1618794999999763,Asia,Region_6,1
0.03301550000000583,Asia,Region_2,1
0.16930600000000207,Asia,Region_5,0
0.03640699999999754,Asia,Region_10,1
0.04243050000000233,Asia,Region_10,1
0.0718865000000044,Asia,Region_3,1
0.08457399999999586,Asia,Region_2,0
0.1473314999999895,Africa,Region_8,1
0.02881449999999766,South_America,Region_1,1
0.025356500000001628,South_America,Region_7,1
0.03364850000000538,South_America,Region_7,1
0.06820450000000106,Europe,Region_8,1
0.0683745000000058,Europe,Region_5,0
0.028509499999998807,South_America,Region_8,1
0.07281150000000074,South_America,Region_3,1
0.12093049999998115,Africa,Region_10,0
0.08166649999999531,South_America,Region_4,1
0.051069000000005985,Europe,Region_9,1
0.03611700000000104,Europe,Region_2,0
0.04245100000000605,Europe,Region_2,1
0.03293200000000354,Asia,Region_6,1
0.050231499999995835,South_America,Region_1,1
0.05489900000000332,South_America,Region_1,1
0.0664434999999981,South_America,Region_3,1
0.042570499999993815,North_America,Region_9,1
0.052998499999999615,Africa,Region_8,1
0.029292000000002948,South_America,Region_2,1
0.05200000000000203,South_America,Region_6,0
0.040850500000003884,South_America,Region_7,0
0.019916499999999084,South_America,Region_3,1
0.02618899999999881,South_America,Region_9,1
0.01227000000000368,South_America,Region_2,1
0.026093500000002025,South_America,Region_2,1
0.0385625000000034,South_America,Region_7,0
0.018290000000001725,South_America,Region_9,1
0.028363500000004486,North_America,Region_1,1
0.06539049999999993,Africa,Region_6,1
0.03295300000000551,South_America,Region_4,1
0.03744700000000114,South_America,Region_2,1
0.029076500000001615,South_America,Region_4,1
0.05241149999999749,South_America,Region_1,1
0.03534549999999924,South_America,Region_7,1
0.0798704999999999,Africa,Region_10,1
0.11402800000000113,Africa,Region_9,0
0.15957250000002687,Africa,Region_4,1
0.09780299999999409,South_America,Region_4,0
0.057189000000003765,Africa,Region_8,1
0.10019799999999157,Europe,Region_10,1
0.08970049999999516,Africa,Region_4,0
0.08792499999999412,Africa,Region_4,1
0.061449999999992275,Europe,Region_10,1
0.05521149999999903,Europe,Region_3,1
0.03548400000000619,North_America,Region_6,1
0.13227449999999472,Africa,Region_2,0
0.1247704999999892,Africa,Region_4,0
0.10033699999999157,Africa,Region_4,0
0.06298549999999706,Africa,Region_1,1
0.04811749999999555,Africa,Region_5,1
0.018014000000000335,Africa,Region_4,1
0.10234999999999733,Africa,Region_2,1
0.08121949999999414,Africa,Region_4,0
0.12058750000000443,Africa,Region_8,0
0.060901999999999346,Asia,Region_9,1
0.08664849999998916,Asia,Region_2,0
0.12167749999999425,Africa,Region_6,0
0.07818500000000704,Africa,Region_9,1
0.060654499999990064,Africa,Region_2,1
0.01848900000000184,Africa,Region_2,1
0.060052500000004685,Africa,Region_2,0
0.05380550000000672,Africa,Region_2,1
0.08968300000001739,Africa,Region_2,0
0.04907150000000343,Africa,Region_3,1
0.04003100000000051,Africa,Region_2,1
0.10282549999998943,Africa,Region_5,1
0.025693499999997822,Africa,Region_9,1
0.09794399999999831,Africa,Region_2,0
0.04394950000000251,Europe,Region_9,0
0.03859049999999814,Asia,Region_3,1
0.10013099999998955,Africa,Region_9,0
0.06476149999998952,Africa,Region_3,1
0.022802999999996163,Asia,Region_1,1
0.033106499999995695,Asia,Region_5,1
0.022855499999997704,Asia,Region_1,1
0.07985499999999071,Africa,Region_2,1
0.07210700000000175,Africa,Region_3,1
0.06839649999999982,Europe,Region_1,1
0.07550799999999344,Europe,Region_6,0
0.05781649999999286,Europe,Region_8,1
0.1918829999999958,Africa,Region_2,0
0.1194830000000028,Africa,Region_4,1
0.17854149999997065,Africa,Region_8,0
0.024169000000003243,Asia,Region_4,1
0.04812750000000558,North_America,Region_3,1
0.06003400000000628,North_America,Region_10,1
0.034884499999996495,South_America,Region_7,0
0.06964799999999186,Asia,Region_10,1
0.11233749999998544,Africa,Region_8,0
0.0254250000000038,South_America,Region_7,1
0.02798799999999643,South_America,Region_3,1
0.07746450000000055,South_America,Region_4,0
0.10746799999997753,Africa,Region_10,1
0.15515200000002732,South_America,Region_4,0
0.04677599999999872,South_America,Region_2,1
0.06691200000000237,South_America,Region_2,1
0.14754950000000872,Africa,Region_4,0
0.12473050000000936,Africa,Region_5,0
0.042204000000005015,South_America,Region_9,1
0.05457999999999186,South_America,Region_3,1
0.08887700000000767,South_America,Region_3,0
0.0825230000000073,South_America,Region_2,0
0.04292900000000621,South_America,Region_2,1
0.036786499999997335,South_America,Region_4,0
0.16487700000001282,Africa,Region_9,0
0.09081249999999427,Europe,Region_2,0
0.07880300000000745,Europe,Region_6,1
0.058631500000011764,Europe,Region_6,1
0.05589100000000069,Oceania,Region_9,1
0.11345000000000027,Africa,Region_8,0
0.09907750000000715,Africa,Region_4,1
0.06765649999999837,Asia,Region_4,0
0.05222749999999405,Asia,Region_10,1
0.024526000000004287,Asia,Region_4,1
0.03734700000000882,Asia,Region_1,1
0.06406150000001093,Asia,Region_3,1
0.07334800000000691,Asia,Region_4,0
0.04288550000000188,Asia,Region_6,1
0.0591225000000131,North_America,Region_6,1
0.10851200000000771,Asia,Region_3,0
0.038737000000004525,South_America,Region_4,1
0.034992499999996644,Asia,Region_10,1
0.06590300000000746,Asia,Region_3,1
0.12603000000001116,Africa,Region_4,0
0.13031250000001812,Africa,Region_4,0
0.17315049999999427,Africa,Region_9,0
0.09709500000000325,Europe,Region_6,1
0.10094249999998742,Europe,Region_2,0
0.06231850000000267,Asia,Region_8,1
0.14595800000002168,Africa,Region_2,0
0.1477204999999872,Africa,Region_2,0
0.16471600000001244,Africa,Region_2,0
0.07635900000001526,Africa,Region_3,1
0.052145000000011585,North_America,Region_8,1
0.16662250000001097,Asia,Region_6,1
0.033029000000002855,Asia,Region_3,1
0.033279999999999754,Asia,Region_10,1
0.06450850000000521,Asia,Region_1,0
0.1696490000000142,Africa,Region_5,0
0.0708380000000049,Europe,Region_4,0
0.04375300000000701,Asia,Region_4,0
0.06321050000001392,Asia,Region_1,1
0.0984960000000075,Africa,Region_5,0
0.0677430000000043,Africa,Region_8,1
0.022252000000003797,Asia,Region_5,1
0.08654999999999044,Africa,Region_8,0
0.08412550000001133,Africa,Region_8,0
0.06808150000000078,Africa,Region_4,0
0.11977550000000287,Africa,Region_2,0
0.10835000000001506,Africa,Region_4,0
0.021428500000005176,North_America,Region_1,1
0.1363395000000224,Africa,Region_4,0
0.052748000000004264,Asia,Region_3,1
0.11793350000000988,Africa,Region_2,1
0.05963900000000305,Africa,Region_9,1
0.10976649999998819,Africa,Region_9,0
0.04318799999999569,South_America,Region_7,1
0.080744499999988,South_America,Region_9,0
0.09577750000001072,Asia,Region_9,0
0.198947500000009,Africa,Region_2,0
0.05701750000000079,Oceania,Region_7,1
0.1737004999999988,Africa,Region_9,0
0.07285099999999578,South_America,Region_2,1
0.03668150000000652,South_America,Region_4,0
0.11243650000000383,Europe,Region_4,0
0.17210199999999787,Africa,Region_1,1
0.16162400000003296,Europe,Region_1,1
0.09191500000001189,Africa,Region_4,0
0.0349964999999938,Africa,Region_1,1
0.14132399999998496,Africa,Region_4,0
0.1828829999999817,Africa,Region_1,1
0.12082849999998044,Europe,Region_4,0
0.15231750000002026,Africa,Region_2,0
0.15523000000002474,Africa,Region_2,0
0.04414849999999566,Asia,Region_7,1
0.04140849999999632,Asia,Region_2,1
0.048506499999990155,Asia,Region_7,1
0.04335749999999246,Asia,Region_6,1
0.038652500000002796,Asia,Region_2,1
0.06535949999999677,Asia,Region_3,1
0.15859999999999014,Africa,Region_9,0
0.09714249999998567,Africa,Region_9,0
0.0956795000000035,Africa,Region_1,1
0.12691949999999041,Africa,Region_4,0
0.09218700000000199,Africa,Region_6,1
0.08167650000000365,Africa,Region_5,1
0.07524650000001182,Africa,Region_4,1
0.09361550000000085,Africa,Region_5,0
0.1214639999999865,Africa,Region_8,1
0.018074000000001277,Asia,Region_4,1
0.0537084999999989,Asia,Region_3,0
0.024121500000002696,North_America,Region_3,1
0.05342899999999422,Europe,Region_9,0
0.09074999999998587,Africa,Region_6,0
0.11927099999998862,Africa,Region_9,0
0.10659549999998086,Africa,Region_2,0
0.06211999999999282,Europe,Region_2,0
0.04983799999999785,Asia,Region_5,0
0.031726999999999145,North_America,Region_6,1
0.05075750000000792,North_America,Region_2,1
0.06523199999998663,North_America,Region_7,0
0.10660700000001272,Africa,Region_2,1
0.08409200000000389,Africa,Region_9,0
0.06128300000000961,Africa,Region_3,1
0.13633199999999457,Africa,Region_2,1
0.05276899999999786,Asia,Region_3,1
0.05891249999999269,Europe,Region_2,0
0.02429149999999622,North_America,Region_9,1
0.07641850000000507,North_America,Region_9,1
0.06862450000000034,North_America,Region_3,0
0.03821499999999195,North_America,Region_3,0
0.07641549999999675,North_America,Region_5,0
0.07676100000001146,North_America,Region_9,1
0.1181139999999985,Europe,Region_6,1
0.11300450000002207,Europe,Region_6,0
0.04642899999999463,Europe,Region_3,1
0.022368000000000363,Europe,Region_8,1
0.06414800000000893,Europe,Region_4,0
0.17003399999998925,Europe,Region_6,0
0.10398000000000063,Europe,Region_2,0
0.08605700000000922,Europe,Region_2,1
0.06456200000000839,North_America,Region_7,1
0.08958600000002008,Asia,Region_4,0
0.09257449999998979,Europe,Region_9,0
0.09232549999999373,Europe,Region_9,0
0.08876899999998578,Europe,Region_2,1
0.05882100000001062,Europe,Region_4,1
0.05752550000000029,Europe,Region_2,0
0.08179399999999457,Europe,Region_4,0
0.07462950000000913,Europe,Region_9,0
0.07833000000000445,Europe,Region_4,1
0.07982400000000983,Europe,Region_9,0
0.06973800000000116,Europe,Region_9,1
0.06513800000000636,Europe,Region_9,1
0.055297999999994935,North_America,Region_2,1
0.028644999999998935,North_America,Region_9,1
0.03362950000000858,Asia,Region_1,1
0.04629149999999618,North_America,Region_3,1
0.026850000000001317,Asia,Region_5,1
0.03742150000000101,North_America,Region_1,0
0.030395499999995447,Europe,Region_9,1
0.06674450000000007,Europe,Region_5,1
0.06849650000001344,Europe,Region_5,1
0.07310749999999558,Europe,Region_4,1
0.02681699999999639,North_America,Region_5,1
0.05653350000000122,Europe,Region_6,1
0.021301500000001486,Europe,Region_2,1
0.04094849999999322,Europe,Region_3,0
0.04022250000000593,Europe,Region_5,1
0.04941850000000701,North_America,Region_4,1
0.04801250000000318,Europe,Region_2,1
0.10841500000000923,Europe,Region_4,0
0.03726749999999396,North_America,Region_5,0
0.019491999999999836,North_America,Region_6,1
0.07201550000000655,Europe,Region_9,0
0.07373850000001836,Europe,Region_9,1
0.01788800000000258,Europe,Region_9,1
0.06444050000001167,Europe,Region_9,1
0.07496500000000811,Europe,Region_4,1
0.03091100000000403,Europe,Region_9,1
0.05253000000000367,Europe,Region_6,1
0.10578149999999883,Asia,Region_9,0
0.024849999999998484,Europe,Region_10,1
0.07350349999999299,Asia,Region_9,1
0.03287299999999302,Europe,Region_4,1
0.10167649999999628,North_America,Region_3,0
0.051388500000000316,Europe,Region_9,0
0.06427299999999872,Asia,Region_5,1
0.01024749999999928,North_America,Region_5,1
0.1356785000000227,Europe,Region_5,0
0.008383499999999197,Asia,Region_1,1
0.033192500000006814,Asia,Region_4,0
0.07587000000000324,Europe,Region_2,1
0.0426785000000018,North_America,Region_5,1
0.03861200000000164,North_America,Region_6,0
0.06358750000000245,North_America,Region_4,0
0.04558800000000191,Europe,Region_5,1
0.06222900000000682,Europe,Region_4,1
0.027911000000002656,Europe,Region_9,1
0.03204800000000438,Europe,Region_6,1
0.067653999999993,Europe,Region_4,0
0.03967300000000287,Europe,Region_4,1
0.0416495000000037,Europe,Region_6,1
0.09803800000001361,Europe,Region_9,0
0.03964099999999829,Europe,Region_1,1
0.052821999999994554,Europe,Region_9,1
0.10938699999999302,Europe,Region_4,1
0.06505249999999665,North_America,Region_9,0
0.05605900000000538,Europe,Region_9,0
0.00823399999999983,Europe,Region_5,1
0.018816499999999386,Asia,Region_2,1
0.03847650000000573,Asia,Region_4,1
0.08672000000000418,South_America,Region_6,0
0.051273499999991715,South_America,Region_4,0
0.04180400000000771,Europe,Region_5,1
0.09348500000001642,Europe,Region_9,0
0.04305149999999832,Europe,Region_5,1
0.012743500000001944,Europe,Region_10,1
0.05869249999999675,Europe,Region_4,1
0.10410650000000476,Europe,Region_5,1
0.13793750000000526,Europe,Region_5,1
0.062362999999992404,Asia,Region_9,1
0.042627500000001754,Asia,Region_3,1
0.0646574999999988,Europe,Region_6,1
0.0722159999999876,Europe,Region_5,1
0.0741380000000025,Europe,Region_8,1
0.11437099999999428,Europe,Region_9,0
0.08324299999999779,Asia,Region_9,0
0.1481080000000129,Europe,Region_9,0
0.08057999999998672,Asia,Region_9,0
0.02862650000000115,Asia,Region_4,1
0.025066499999996092,Asia,Region_2,1
0.07178449999998816,Europe,Region_2,0
0.10514549999998776,Europe,Region_4,0
0.05248399999999214,Europe,Region_2,1
0.13339550000002098,Europe,Region_2,0
0.07092550000000367,Europe,Region_9,1
0.07173550000000274,Europe,Region_2,0
0.050681500000005736,Europe,Region_9,1
0.0632075000000033,Europe,Region_2,0
0.08350650000002044,Asia,Region_3,0
